"id_perusahaan","nama_perusahaan","kategori_bidang","spesialisasi_bidang","kota_sumsel","deskripsi_singkat","prediksi_skill_dibutuhkan","sumber_data"
"PSM851","PT Teknologi Sejahtera Group","Teknologi & Layanan","Platform Digital Multi-Layanan","Lubuklinggau","PT Teknologi Sejahtera Group menyediakan solusi Teknologi & Layanan dengan spesialisasi Platform Digital Multi-Layanan untuk pasar di Lubuklinggau dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Pengembangan & Pengelolaan Aplikasi Pemerintahan (e-Government);GIS & Pemetaan Tambang;Analisis Data;Administrasi Rumah Sakit;Manajemen Lalu Lintas Proyek;Budidaya Ikan Air Tawar/Payau;Manajemen Ritel Modern","Analisis Internal"
"PSM852","Perum Utilitas Lestari","Utilitas","Ketenagalistrikan (Pembangkitan)","Sekayu (Muba)","Perum Utilitas Lestari adalah perusahaan yang bergerak di bidang Utilitas, dengan fokus pada Ketenagalistrikan (Pembangkitan). Berlokasi di Sekayu (Muba), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Pengolahan Limbah Industri Pulp & Kertas;Pemeliharaan Infrastruktur Jalan Tol;Operasional Alat Berat;Hukum Bisnis & Jaminan;Manajemen Layanan IT (ITSM);Manajemen Operasional Jalan Tol;Teknik Sarana Kereta Api (Lokomotif","Transkripsi Gambar & Riset"
"PSM853","PT Cabang (Asuransi Transportasi Syariah","Transportasi","Transportasi Udara (Maskapai)","Palembang","Beroperasi di Palembang, PT Cabang (Asuransi Transportasi Syariah menawarkan keahlian dalam Transportasi Udara (Maskapai) di sektor Transportasi. Mereka dikenal karena inovasi dan kualitas.","Bahasa Inggris;Analisis Laporan Keuangan Lembaga Jasa Keuangan;Sistem Kontrol Pembangkit (PLC/DCS);Pemetaan GIS/Remote Sensing Kehutanan;Manajemen Kanal Penjualan (Direct/Indirect);Audit Kepatuhan Syariah;Teknik Perminyakan;Teknik Kimia Proses Pulp & Kertas","Analisis Internal"
"PSM854","PT Perbankan Raya Kayu Agung","Perbankan","Layanan Keuangan & Perbankan Swasta","Kayu Agung","Tenetur autem libero alias minima expedita.","Teknik Distribusi Tenaga Listrik Skala Kecil;Pengembangan Perangkat Lunak;Bahasa Inggris;Efisiensi Energi Pembangkit;Cloud Computing (Dasar);Sales & Ticketing Maskapai;HSE Operasi Migas;Manajemen Siaran Radio;Guest Relations;AutoCAD & Software Desain Teknik","Data Generasi Otomatis"
"PSM855","CV Layanan Gemilang Corp","Layanan Publik","Pengelolaan Sumber Daya Air","Prabumulih","Sebagai pemain di industri Layanan Publik, CV Layanan Gemilang Corp yang berbasis di Prabumulih mengkhususkan diri dalam Pengelolaan Sumber Daya Air. Dedikasi pada kualitas adalah prioritas utama.","Air Traffic Services (Dasar);Operasional Pabrik Semen;Teknik Sipil Sumber Daya Air (Irigasi;Analisis Data Operasional;Bahasa Inggris;Logistik;PLTA);Pemecahan Masalah;Sertifikasi Kehutanan Lestari (FSC/PEFC);HSE Pelabuhan","Data Generasi Otomatis"
"PSM856","Perum Perbankan Muara Enim Corp","Perbankan","Layanan Keuangan & Perbankan Swasta","Muara Enim","Beroperasi di Muara Enim, Perum Perbankan Muara Enim Corp menawarkan keahlian dalam Layanan Keuangan & Perbankan Swasta di sektor Perbankan. Mereka dikenal karena inovasi dan kualitas.","Administrasi Rumah Sakit;Housekeeping Management;Pemecahan Masalah;K3 Migas;5G);Teknik Sarana Kereta Api (Lokomotif","Data Generasi Otomatis"
"PSM857","Firma Pertambangan Terpadu","Pertambangan","Batubara","Baturaja (OKU);Indralaya","Beroperasi di Baturaja (OKU) dan Indralaya, Firma Pertambangan Terpadu menawarkan keahlian dalam Batubara di sektor Pertambangan. Mereka dikenal karena inovasi dan kualitas.","Guest Relations;Manajemen Operasional Jalan Tol;Pemasaran Produk Gadget & Elektronik;Manajemen Siaran Radio;Keamanan Penerbangan (AVSEC)","Riset Tambahan"
"PSM858","UD Telekomunikasi Indonesia Media Syariah","Media & Penyiaran","Penyiaran Radio Publik","Palembang; lokasi proyek","UD Telekomunikasi Indonesia Media Syariah adalah perusahaan yang bergerak di bidang Media & Penyiaran, dengan fokus pada Penyiaran Radio Publik. Berlokasi di Palembang dan  lokasi proyek, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Operasional Perkeretaapian;Budidaya Ternak Ayam (Breeding/Broiler);Manajemen Perkebunan Skala Besar;Layanan Nasabah Prima;HSE Perkebunan;Akuntansi;HSE Konstruksi;Pemasaran & Sponsorship Olahraga","Riset Tambahan"
"PSM859","Yayasan Layanan Sekayu Holding","Layanan Publik","Teknologi Informasi & Komunikasi Pemerintahan","Sekayu (Muba)","Yayasan Layanan Sekayu Holding adalah perusahaan yang bergerak di bidang Layanan Publik, dengan fokus pada Teknologi Informasi & Komunikasi Pemerintahan. Berlokasi di Sekayu (Muba), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Pengabdian Masyarakat;Quality Control Pakan & Produk Ternak;Manajemen Rantai Pasok Pelabuhan;Komunikasi Publik & Kehumasan Pemerintah;Teknik Telekomunikasi;Teknik Sipil (Struktur;Wealth Management;Drainase","Riset Tambahan"
"PSM860","Perum Material Abadi","Material Konstruksi","Semen","Palembang","Perum Material Abadi menyediakan solusi Material Konstruksi dengan spesialisasi Semen untuk pasar di Palembang dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Teknik Sipil (Struktur;Teknik Kimia (Proses Semen);Komunikasi;Silvikultur & Pembibitan;Teknologi Jaringan Seluler (4G LTE;Teknik Elektro (Arus Kuat);Pemeliharaan Infrastruktur Jalan Tol","Data Generasi Otomatis"
"PSM861","UD Manufaktur","Manufaktur","Pupuk & Petrokimia","Palembang; Kayu Agung","Beroperasi di Palembang dan  Kayu Agung, UD Manufaktur menawarkan keahlian dalam Pupuk & Petrokimia di sektor Manufaktur. Mereka dikenal karena inovasi dan kualitas.","Mudharabah;Manajemen Operasional Hotel;AutoCAD & Software Desain Teknik;Teknologi Konstruksi Jalan;Pemasaran & Sponsorship Olahraga","Analisis Internal"
"PSM862","Yayasan Sumbagsel Regional Energi","Energi","Ketenagalistrikan Lokal","Palembang; Indralaya","Yayasan Sumbagsel Regional Energi menyediakan solusi Energi dengan spesialisasi Ketenagalistrikan Lokal untuk pasar di Palembang dan  Indralaya dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Pemasaran Produk Penjaminan;Manajemen Fasilitas Bandara;Pengadaan & Kontrak Konstruksi Tol;Kerjasama Universitas & Industri;Distribusi & Logistik Material Konstruksi;Prinsip & Produk Perbankan Syariah;Pemasaran Produk & Layanan Seluler","Data Generasi Otomatis"
"PSM863","UD Agribisnis Muara Enim (Persero)","Agribisnis & Kehutanan","Hutan Tanaman Industri (HTI)","Muara Enim","Sebagai pemain di industri Agribisnis & Kehutanan, UD Agribisnis Muara Enim (Persero) yang berbasis di Muara Enim mengkhususkan diri dalam Hutan Tanaman Industri (HTI). Dedikasi pada kualitas adalah prioritas utama.","Mekanisasi Pertanian;Sales & Marketing Perhotelan;Hidrologi & Hidrometri;Geosains;Manajemen Transportasi Darat;Manajemen Perkebunan Skala Besar;Jaringan Akses (Fiber Optik;Layanan Pelanggan Platform","Analisis Internal"
"PSM864","CV Indonesia Perhotelan Syariah","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Muara Enim;Palembang; Indralaya","CV Indonesia Perhotelan Syariah adalah perusahaan yang bergerak di bidang Perhotelan & Pariwisata, dengan fokus pada Akomodasi & Layanan Perhotelan. Berlokasi di Muara Enim dan Palembang dan  Indralaya, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Sales & Ticketing Maskapai;Korporat);Pemasaran Digital Lokal;Jaringan Akses (Fiber Optik;Administrasi Akademik & Kemahasiswaan;Manajemen Kualitas Semen","Analisis Internal"
"PSM865","UD Ritel","Ritel","Distribusi & Ritel Produk Digital & Gaya Hidup","Lubuklinggau","Sebagai pemain di industri Ritel, UD Ritel yang berbasis di Lubuklinggau mengkhususkan diri dalam Distribusi & Ritel Produk Digital & Gaya Hidup. Dedikasi pada kualitas adalah prioritas utama.","Manajemen Penelitian & Publikasi Ilmiah;Teknik Penyiaran Radio (Audio Engineering);Teknik Telekomunikasi;GIS & Pemetaan Tambang;Basic Aircraft Maintenance Awareness;Pengolahan Limbah Industri Pulp & Kertas;Manajemen Risiko Kredit;Analisis Data Pelanggan Seluler (Customer Analytics);Manajemen Ritel Modern;Layanan Penumpang Kereta","Analisis Internal"
"PSM866","Firma Material Holding","Material Konstruksi","Semen","Palembang; Kayu Agung","Beroperasi di Palembang dan  Kayu Agung, Firma Material Holding menawarkan keahlian dalam Semen di sektor Material Konstruksi. Mereka dikenal karena inovasi dan kualitas.","Teknik Perminyakan;Teknik Elektro;Food & Beverage Service/Production;Radiologi);Silvikultur & Pembibitan","Transkripsi Gambar & Riset"
"PSM867","UD Layanan Sekayu Group","Layanan Publik","Teknologi Informasi & Komunikasi Pemerintahan","Sekayu (Muba);Palembang; Kayu Agung","Beroperasi di Sekayu (Muba) dan Palembang dan  Kayu Agung, UD Layanan Sekayu Group menawarkan keahlian dalam Teknologi Informasi & Komunikasi Pemerintahan di sektor Layanan Publik. Mereka dikenal karena inovasi dan kualitas.","Negosiasi;Reasuransi (Dasar);Analisis Kelayakan Kredit Usaha;Pemasaran Produk Perbankan;Agronomi Tanaman Karet/Sawit/Teh;Teknik Elektro (Arus Kuat);Literasi & Edukasi Keuangan;Cyber Security;Kerja Tim","Data Generasi Otomatis"
"PSM868","CV Central Utilitas Cipta (Persero)","Utilitas","Ketenagalistrikan (Pembangkitan)","Lahat;Indralaya","CV Central Utilitas Cipta (Persero) menyediakan solusi Utilitas dengan spesialisasi Ketenagalistrikan (Pembangkitan) untuk pasar di Lahat dan Indralaya dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Teknik Pertambangan;UKM;Manajemen Dana Pihak Ketiga Syariah;Java;Literasi & Edukasi Keuangan","Data Generasi Otomatis"
"PSM869","Firma Asuransi Perdana (Persero)","Asuransi","Asuransi Umum","Ogan Komering Ilir (OKI)","Firma Asuransi Perdana (Persero) menyediakan solusi Asuransi dengan spesialisasi Asuransi Umum untuk pasar di Ogan Komering Ilir (OKI) dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Literasi & Edukasi Keuangan;Kesehatan Hewan Ternak & Akuakultur;Manajemen Proyek Energi;SAP PP/MM;Kesehatan Hewan & Biosecurity;Supply Chain Management;Manajemen Dana Pihak Ketiga Syariah;Manajemen Jaringan & Infrastruktur TIK Pemerintah;Hukum Perbankan","Riset Tambahan"
"PSM870","CV Layanan Group","Layanan Publik","Teknologi Informasi & Komunikasi Pemerintahan","Ogan Komering Ilir (OKI)","CV Layanan Group adalah perusahaan yang bergerak di bidang Layanan Publik, dengan fokus pada Teknologi Informasi & Komunikasi Pemerintahan. Berlokasi di Ogan Komering Ilir (OKI), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Pemasaran Produk Penjaminan;Kerja Tim;Audit Kepatuhan Syariah;Akuntansi;Flight Dispatch (Dasar);Sistem Persinyalan Kereta Api;Perlindungan Konsumen Keuangan","Data Generasi Otomatis"
"PSM871","UD Layanan Sekayu","Layanan Publik","Teknologi Informasi & Komunikasi Pemerintahan","Sekayu (Muba)","Quis impedit laborum sequi consequuntur.","Microsoft Office Suite;Customer Relationship Management (CRM);Manajemen Peternakan Ayam (Broiler/Layer);Manajemen Fasilitas Bandara;Manajemen Kontrak Konstruksi;Teknik Elektro;Manajemen Lalu Lintas Proyek;Operasi Pembangkit Listrik (PLTU;HSE Operasi Migas","Riset Tambahan"
"PSM872","Firma Konstruksi Palembang","Konstruksi","Infrastruktur & Bangunan","Palembang;Muara Enim","Sebagai pemain di industri Konstruksi, Firma Konstruksi Palembang yang berbasis di Palembang dan Muara Enim mengkhususkan diri dalam Infrastruktur & Bangunan. Dedikasi pada kualitas adalah prioritas utama.","Layanan Pelanggan Ritel;Analisis Data Pelanggan Seluler (Customer Analytics);Bendungan);Manajemen Klaim Asuransi","Analisis Internal"
"PSM873","UD Kesehatan Solusindo Syariah","Kesehatan","Layanan Kesehatan Rujukan Nasional","Indralaya","UD Kesehatan Solusindo Syariah menyediakan solusi Kesehatan dengan spesialisasi Layanan Kesehatan Rujukan Nasional untuk pasar di Indralaya dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Bahasa Inggris;Prinsip & Produk Perbankan Syariah;Literasi & Edukasi Keuangan;GIS untuk Sumber Daya Air;Drainase;Teknik Kimia Proses Pulp & Kertas","Analisis Internal"
"PSM874","Perum Energi Raya","Energi","Minyak & Gas Bumi (Hulu)","Palembang;Muara Enim","Et iusto cumque vel dicta perspiciatis libero illo. At dolore vel voluptate quisquam eligendi provident.","Teknik Kimia;Operasional Terminal Peti Kemas/Curah;Manajemen Proyek;Fasilitas Produksi Migas;Sertifikasi Kehutanan Lestari (FSC/PEFC);Budidaya Ternak Ayam (Breeding/Broiler);Jaringan Akses (Fiber Optik","Transkripsi Gambar & Riset"
"PSM875","Yayasan VII Perkebunan Konstruksi","Konstruksi","Infrastruktur Jalan Tol","Lubuklinggau","Yayasan VII Perkebunan Konstruksi adalah perusahaan yang bergerak di bidang Konstruksi, dengan fokus pada Infrastruktur Jalan Tol. Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Air Traffic Services (Dasar);SAP PP/MM;Komunikasi Publik & Kehumasan Pemerintah;Sistem Informasi Pelabuhan;Teknik Sipil (Jalan Tol & Jembatan);Manajemen Peternakan Ayam (Broiler/Layer);Manajemen Operasional Hotel;Metode Pelaksanaan Konstruksi;Geosains","Data Generasi Otomatis"
"PSM876","Yayasan Perhotelan Lestari","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Prabumulih","Sebagai pemain di industri Perhotelan & Pariwisata, Yayasan Perhotelan Lestari yang berbasis di Prabumulih mengkhususkan diri dalam Akomodasi & Layanan Perhotelan. Dedikasi pada kualitas adalah prioritas utama.","Akuntansi Perbankan;Manajemen Kanal Penjualan (Direct/Indirect);Perbankan Digital;Keuangan","Riset Tambahan"
"PSM877","Yayasan Teknologi Corp","Teknologi & Telekomunikasi","Layanan Komunikasi Seluler","Sekayu (Muba)","Yayasan Teknologi Corp menyediakan solusi Teknologi & Telekomunikasi dengan spesialisasi Layanan Komunikasi Seluler untuk pasar di Sekayu (Muba) dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Hidrologi & Hidrometri;Teknik Pertambangan;Manajemen Operasional Hotel;Community Development Perkebunan;Sales & Marketing Pakan/DOC","Riset Tambahan"
"PSM878","CV Pertamina Asuransi Bersama Tbk","Asuransi","Asuransi Umum","Muara Enim","CV Pertamina Asuransi Bersama Tbk menyediakan solusi Asuransi dengan spesialisasi Asuransi Umum untuk pasar di Muara Enim dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Rantai Dingin Distribusi Produk Segar/Beku;Cyber Security;Supply Chain Management;Media & Komunikasi Olahraga;Penulisan Konten;Proses Produksi Pupuk;Distribusi & Logistik Material Konstruksi;Operasi & Pemeliharaan Infrastruktur Air;Analisis Ekonomi Migas;SAP","Riset Tambahan"
"PSM879","Firma Bank Transportasi","Transportasi","Transportasi Darat (Perkeretaapian)","Lahat","Beroperasi di Lahat, Firma Bank Transportasi menawarkan keahlian dalam Transportasi Darat (Perkeretaapian) di sektor Transportasi. Mereka dikenal karena inovasi dan kualitas.","Layanan Pelanggan Korporat & Ritel;Nutrisi Ternak Unggas/Ikan;Sales & Ticketing Maskapai;Teknik Kimia Proses Pulp & Kertas;Sistem Transaksi Tol Elektronik;Quality Control Produk Peternakan","Analisis Internal"
"PSM880","CV Transportasi Corp","Transportasi","Transportasi Udara (Maskapai)","Lubuklinggau","Itaque vitae velit dolore officia.","Operasi & Pemeliharaan Infrastruktur Air;Teknik Mesin Industri Berat;Manajemen Event & Banquet;Java;Wealth Management;Manajemen Logistik Maritim;Manajemen Risiko Kredit","Riset Tambahan"
"PSM881","Perum Asuransi","Asuransi","Asuransi Kredit & Penjaminan","Palembang; Kayu Agung","Sebagai pemain di industri Asuransi, Perum Asuransi yang berbasis di Palembang dan  Kayu Agung mengkhususkan diri dalam Asuransi Kredit & Penjaminan. Dedikasi pada kualitas adalah prioritas utama.","Layanan Nasabah Prima;Optimalisasi Jaringan Radio (RF Optimization);Pemasaran Produk Asuransi;Pemasaran & Kerjasama Program Radio;Jalan;Teknik Mesin Industri Berat","Riset Tambahan"
"PSM882","UD Nusantara Perkebunan Olahraga","Olahraga & Hiburan","Klub Sepak Bola Profesional","Lubuklinggau","UD Nusantara Perkebunan Olahraga adalah perusahaan yang bergerak di bidang Olahraga & Hiburan, dengan fokus pada Klub Sepak Bola Profesional. Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Manajemen Perkebunan Skala Besar;Sistem Informasi Akademik;Manajemen Kualitas (QC/QA);Underwriting Asuransi Kredit;Manajemen Peternakan Ayam (Broiler/Layer);Manajemen Risiko Perbankan;Analisis Pembiayaan Syariah (Murabahah;HSE Konstruksi;Manajemen Aset Jalan Tol","Riset Tambahan"
"PSM883","Yayasan Pendidikan","Pendidikan","Pendidikan Tinggi & Penelitian","Palembang","Yayasan Pendidikan adalah perusahaan yang bergerak di bidang Pendidikan, dengan fokus pada Pendidikan Tinggi & Penelitian. Berlokasi di Palembang, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Layanan Penerbangan (Passenger Handling;Hukum Bisnis & Jaminan;Pemeliharaan Mesin Pembangkit;Silvikultur & Pembibitan","Data Generasi Otomatis"
"PSM884","UD Agribisnis Makmur","Agribisnis & Kehutanan","Hutan Tanaman Industri (HTI)","Indralaya","UD Agribisnis Makmur adalah perusahaan yang bergerak di bidang Agribisnis & Kehutanan, dengan fokus pada Hutan Tanaman Industri (HTI). Berlokasi di Indralaya, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Jurnalisme Radio & Produksi Program;Agronomi Tanaman Karet/Sawit/Teh;Layanan Pelanggan;Pengembangan Perangkat Lunak;Manajemen Event Pertandingan;Pemasaran Digital Lokal;Pemasaran Digital;Klaim Asuransi Kredit;Metode Pelaksanaan Konstruksi","Transkripsi Gambar & Riset"
"PSM885","Yayasan Energi Kayu Agung","Energi","Ketenagalistrikan Lokal","Kayu Agung","Recusandae unde expedita qui qui officia. Voluptatem possimus vel iure minima atque inventore at.","Pemasaran Digital;Teknik Penyiaran Radio (Audio Engineering);Keamanan Informasi Pemerintah (Dasar);Teknik Mesin Industri Berat;Geosains;Python","Analisis Internal"
"PSM886","CV Asuransi","Asuransi","Asuransi Kredit & Penjaminan","Sekayu (Muba)","Beroperasi di Sekayu (Muba), CV Asuransi menawarkan keahlian dalam Asuransi Kredit & Penjaminan di sektor Asuransi. Mereka dikenal karena inovasi dan kualitas.","Manajemen Dana Pihak Ketiga Syariah;GIS untuk Perkebunan;Pemasaran & Sponsorship Olahraga;Bendungan);Pemeliharaan Mesin Pembangkit;Teknik Pertambangan;Perbankan Digital","Transkripsi Gambar & Riset"
"PSM887","PT Material Agung Lubuklinggau Tbk","Material Konstruksi","Semen","Lubuklinggau","PT Material Agung Lubuklinggau Tbk adalah perusahaan yang bergerak di bidang Material Konstruksi, dengan fokus pada Semen. Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Teknik Mesin Industri;Hidrologi & Hidrometri;Pemeliharaan Infrastruktur Jalan Tol;Akuntansi;Pemasaran Produk Gadget & Elektronik","Analisis Internal"
"PSM888","UD Asuransi Persada","Asuransi","Asuransi Kredit & Penjaminan","Palembang; Kayu Agung","UD Asuransi Persada menyediakan solusi Asuransi dengan spesialisasi Asuransi Kredit & Penjaminan untuk pasar di Palembang dan  Kayu Agung dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Budidaya Ikan Air Tawar/Payau;Teknik Telekomunikasi;Manajemen Keuangan BUMD Energi;Teknik Mesin Industri Berat;HSE Konstruksi;Administrasi Akademik & Kemahasiswaan;Analisis Risiko Asuransi","Analisis Internal"
"PSM889","Perum Mandiri Pertambangan","Pertambangan","Batubara","Palembang; lokasi proyek","Perum Mandiri Pertambangan adalah perusahaan yang bergerak di bidang Pertambangan, dengan fokus pada Batubara. Berlokasi di Palembang dan  lokasi proyek, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Budidaya Ternak Ayam (Breeding/Broiler);Pengembangan Kurikulum;Budidaya Ikan Air Tawar/Payau;Teknik Sipil (Struktur;Silvikultur & Pembibitan;Layanan Pengguna Jalan Tol;Community Development Perkebunan;UKM;Sistem Persinyalan Kereta Api;Jaringan Akses (Fiber Optik","Analisis Internal"
"PSM890","Firma Media Makmur Lahat Holding","Media & Penyiaran","Penyiaran Radio Publik","Lahat;Palembang; Kayu Agung","Sed sapiente nesciunt earum doloremque distinctio atque. Excepturi veniam ullam accusamus beatae asperiores.","Geologi & Geofisika Eksplorasi;Teknik Penyiaran Radio (Audio Engineering);Hukum Perbankan;Visual Merchandising","Analisis Internal"
"PSM891","PT Waskita Karya Teknologi Tbk","Teknologi & Telekomunikasi","Layanan Komunikasi Seluler","Palembang; lokasi proyek","Beroperasi di Palembang dan  lokasi proyek, PT Waskita Karya Teknologi Tbk menawarkan keahlian dalam Layanan Komunikasi Seluler di sektor Teknologi & Telekomunikasi. Mereka dikenal karena inovasi dan kualitas.","Community Development Perkebunan;Jalan;Teknologi Jaringan Seluler (4G LTE;Eucalyptus);Pemasaran & Kerjasama Program Radio;Operasi & Pemeliharaan Infrastruktur Air;Kerja Tim;Quality Control Produk Peternakan;Komunikasi;Negosiasi","Transkripsi Gambar & Riset"
"PSM892","CV Indonesia) Askrindo Logistik Corp","Logistik & Transportasi","Layanan Kepelabuhanan","Palembang; lokasi proyek;Muara Enim","Officia aliquam officiis assumenda. Sequi odit in qui atque amet.","K3 (Keselamatan dan Kesehatan Kerja);Manajemen Klaim Asuransi;Akuntansi Perbankan;Sistem Informasi Pelabuhan;Manajemen Risiko Perbankan","Data Generasi Otomatis"
"PSM893","Yayasan Perbankan Karya","Perbankan","Layanan Keuangan & Perbankan Daerah","Palembang; lokasi proyek","Nostrum hic consectetur esse. Fugit quasi est nostrum.","Komunikasi Publik & Kehumasan Pemerintah;Perlindungan Hutan & Pengendalian Kebakaran;Pemasaran Digital;Operasional Alat Berat;Safety Management System (SMS) Maskapai;Kepemimpinan","Riset Tambahan"
"PSM894","UD Layanan Mulia Kayu Agung","Layanan Publik","Teknologi Informasi & Komunikasi Pemerintahan","Kayu Agung","UD Layanan Mulia Kayu Agung adalah perusahaan yang bergerak di bidang Layanan Publik, dengan fokus pada Teknologi Informasi & Komunikasi Pemerintahan. Berlokasi di Kayu Agung, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","K3 (Keselamatan dan Kesehatan Kerja);Sumber Daya Manusia;Kepabeanan & Prosedur Ekspor-Impor;Teknik Elektro;Operasional Pabrik Semen;Layanan Pelanggan Platform;Operasional Terminal Peti Kemas/Curah;Manajemen Hutan Tanaman Industri (Acacia;Pemeliharaan Infrastruktur Jalan Tol","Transkripsi Gambar & Riset"
"PSM895","Firma Media Lestari","Media & Penyiaran","Penyiaran Radio Publik","Palembang; lokasi proyek","Firma Media Lestari adalah perusahaan yang bergerak di bidang Media & Penyiaran, dengan fokus pada Penyiaran Radio Publik. Berlokasi di Palembang dan  lokasi proyek, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Desain Grafis;Microsoft Office Suite;Manajemen Risiko Perbankan Swasta;Safety Management System (SMS) Maskapai;Operasional Alat Berat;Manajemen Perkebunan Skala Besar;Supply Chain Management Energi;Geologi Batubara;Jembatan","Transkripsi Gambar & Riset"
"PSM896","Firma Teknologi Mandiri","Teknologi & Layanan","Platform Digital Multi-Layanan","Indralaya","Sebagai pemain di industri Teknologi & Layanan, Firma Teknologi Mandiri yang berbasis di Indralaya mengkhususkan diri dalam Platform Digital Multi-Layanan. Dedikasi pada kualitas adalah prioritas utama.","Pengembangan & Pengelolaan Aplikasi Pemerintahan (e-Government);Rantai Dingin Distribusi Produk Segar/Beku;Teknik Elektro (Arus Kuat);Sales & Marketing Perhotelan","Analisis Internal"
"PSM897","Firma Energi","Energi","Minyak & Gas Bumi (Hulu)","Indralaya","Itaque sit in omnis assumenda architecto.","Flight Dispatch (Dasar);Teknik Kimia (Pengolahan);Sistem Kontrol Proses (DCS);Front Office Management;Manajemen Hutan Tanaman Industri (Acacia;Teknik Sipil (Struktur;Manajemen Peternakan Ayam (Broiler/Layer);HSE Pelabuhan","Transkripsi Gambar & Riset"
"PSM898","CV Logistik Group","Logistik & Transportasi","Layanan Kepelabuhanan","Ogan Komering Ilir (OKI)","CV Logistik Group menyediakan solusi Logistik & Transportasi dengan spesialisasi Layanan Kepelabuhanan untuk pasar di Ogan Komering Ilir (OKI) dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Pengembangan & Pengelolaan Aplikasi Pemerintahan (e-Government);Nutrisi Ternak Unggas/Ikan;Negosiasi;Manajemen Event & Banquet;Manajemen Proyek Konstruksi;Pemeliharaan Mesin Pembangkit;Tembaga);Cyber Security;Pengembangan Kurikulum;Kepabeanan & Prosedur Ekspor-Impor","Data Generasi Otomatis"
"PSM899","UD Energi Karya (Persero)","Energi","Minyak & Gas Bumi (Hulu)","Prabumulih","UD Energi Karya (Persero) menyediakan solusi Energi dengan spesialisasi Minyak & Gas Bumi (Hulu) untuk pasar di Prabumulih dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Manajemen Siaran Radio;Manajemen Logistik Maritim;Farmasi Klinis & Manajemen Obat;Drainase;Pemasaran Produk Asuransi;Layanan Pengguna Jalan Tol;PLTG;Quality Control Produk Peternakan;Manajemen Keuangan BUMD Energi","Transkripsi Gambar & Riset"
"PSM900","PT Hotel Aryaduta Energi","Energi","Ketenagalistrikan Lokal","Lubuklinggau","PT Hotel Aryaduta Energi adalah perusahaan yang bergerak di bidang Energi, dengan fokus pada Ketenagalistrikan Lokal. Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Teknik Distribusi Tenaga Listrik Skala Kecil;PLTA);Layanan Pelanggan Platform;K3 Lingkungan Pembangkitan","Analisis Internal"
"PSM901","UD Angkasa Pura Konstruksi","Konstruksi & Infrastruktur","Operator Jalan Tol","Palembang; lokasi proyek","UD Angkasa Pura Konstruksi adalah perusahaan yang bergerak di bidang Konstruksi & Infrastruktur, dengan fokus pada Operator Jalan Tol. Berlokasi di Palembang dan  lokasi proyek, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Manajemen Energi & Utilitas Pabrik Besar;Reklamasi Lahan Tambang;Logistik;Manajemen Kanal Penjualan (Direct/Indirect);Manajemen Kontrak Konstruksi;Teknik Distribusi Tenaga Listrik Skala Kecil;SAP PP/MM","Data Generasi Otomatis"
"PSM902","UD Regulator Lahat","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Lahat;Kayu Agung","UD Regulator Lahat menyediakan solusi Regulator Keuangan dengan spesialisasi Pengawasan Sektor Jasa Keuangan untuk pasar di Lahat dan Kayu Agung dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Manajemen Produksi Pakan Ternak;Manajemen Jaringan & Infrastruktur TIK Pemerintah;Analisis Kredit (Konsumer;Sales & Marketing Perhotelan;Treasury (Dasar);Metode Pelaksanaan Konstruksi;Rekam Medis & Sistem Informasi RS;Geologi Batubara","Riset Tambahan"
